runtime: 6.76
runtime: 0.00
(32, 32)  3   db2 error 6.161e-11 True
         1033043 function calls (1021110 primitive calls) in 15.470 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.000    0.000 core.py:6750(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 storage.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:104(Text)
        1    0.000    0.000    0.000    0.000 options.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:24(<dictcomp>)
       24    0.000    0.000    0.000    0.000 pickletools.py:193(__init__)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:1281(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _tensor.py:501(split)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.000    0.000 cycler.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.002    0.002 table.py:9(<module>)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 subprocess.py:980(communicate)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 routeddecoder.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
    19/11    0.000    0.000    0.000    0.000 typing.py:153(_type_repr)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        4    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 parametrizations.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:1677(isEnabledFor)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        2    0.000    0.000    0.001    0.000 __init__.py:339(__init__)
       23    0.000    0.000    0.000    0.000 rcsetup.py:347(validate_color_or_auto)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sampler.py:1(<module>)
       36    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        5    0.000    0.000    0.000    0.000 function_base.py:2048(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:213(BboxBase)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
      180    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2812(ArrowStyle)
        1    0.000    0.000    0.000    0.000 _lowrank.py:1(<module>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dwt.py:1(<module>)
        1    0.000    0.000    0.052    0.052 autocast_mode.py:1(<module>)
        1    0.000    0.000    0.001    0.001 data_parallel.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
       32    0.000    0.000    0.000    0.000 rcsetup.py:925(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:39(ToolManager)
       42    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        1    0.000    0.000    0.002    0.002 _basic.py:1(<module>)
        3    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:448(run)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        1    0.000    0.000    0.001    0.001 cli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:670(_get_scale_docs)
        8    0.000    0.000    0.000    0.000 deprecation.py:493(_suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distribution.py:8(Distribution)
        1    0.000    0.000    0.000    0.000 package_exporter.py:133(PackageExporter)
        8    0.000    0.000    0.035    0.004 __init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1644(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:456(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        2    0.000    0.000    0.000    0.000 adadelta.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
     20/6    0.000    0.000    0.000    0.000 pyparsing.py:4460(parseImpl)
        1    0.000    0.000    0.009    0.009 feedparser.py:5(<module>)
       10    0.000    0.000    0.000    0.000 _decorator.py:17(__call__)
       30    0.000    0.000    0.000    0.000 numeric.py:1816(isscalar)
        1    0.000    0.000    0.000    0.000 unparser.py:27(Unparser)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
       11    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 patches.py:1909(BoxStyle)
       30    0.000    0.000    0.000    0.000 _methods.py:53(_any)
        1    0.000    0.000    0.000    0.000 colorbar.py:321(ColorbarBase)
        1    0.000    0.000    0.000    0.000 rnn.py:316(LSTM)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:205(FigureCanvasQT)
       12    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        2    0.000    0.000    0.000    0.000 sgd.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:514(cast)
       11    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.003    0.003 defmatrix.py:1(<module>)
       38    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 _pyio.py:1999(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
        1    0.000    0.000    0.000    0.000 fuser_method_mappings.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:2254(_check_in_list)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._multiprocessing_init}
       13    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        3    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
        1    0.000    0.000    0.000    0.000 fuse_modules.py:2(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
       13    0.000    0.000    0.001    0.000 _builtins.py:160(_register_builtin)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adam.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _utils.py:7(_get_device_index)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 observer.py:490(PerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readfilesfromzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataloader.py:71(DataLoader)
        1    0.000    0.000    0.000    0.000 adaptive.py:3(<module>)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
        2    0.000    0.000    0.000    0.000 backend_registry.py:50(register_backend)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
       40    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 rnn.py:24(RNNBase)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 importer.py:1(<module>)
       25    0.000    0.000    0.000    0.000 rcsetup.py:773(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 _mock_zipreader.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adamw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gumbel.py:1(<module>)
       41    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 events.py:205(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 decimal.py:2(<module>)
       10    0.000    0.000    0.000    0.000 dataset.py:169(register_datapipe_as_function)
        1    0.000    0.000    0.000    0.000 von_mises.py:68(VonMises)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rprop.py:1(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _policybase.py:1(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
        1    0.000    0.000    0.002    0.002 _pep440.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        8    0.000    0.000    0.000    0.000 pathlib.py:708(_make_child)
        1    0.000    0.000    0.004    0.004 blocking_input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 detect.py:8(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
        2    0.000    0.000    0.000    0.000 adamax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:41(GradScaler)
        1    0.000    0.000    0.001    0.001 subprocess.py:368(check_output)
        2    0.000    0.000    0.000    0.000 rmsprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _typing.py:56(issubtype)
        1    0.000    0.000    0.001    0.001 bernoulli.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
       11    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.003    0.003 category.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gridspec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1925(<dictcomp>)
        1    0.000    0.000    0.001    0.001 spawn.py:2(<module>)
        2    0.000    0.000    0.000    0.000 asgd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:256(ModuleDict)
       23    0.000    0.000    0.000    0.000 inspect.py:182(isgeneratorfunction)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _utils_internal.py:2(<module>)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
        6    0.000    0.000    0.000    0.000 deprecation.py:272(__set_name__)
        1    0.000    0.000    0.000    0.000 combinatorics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:712(TarInfo)
        3    0.000    0.000    0.000    0.000 patches.py:1885(<listcomp>)
        1    0.000    0.000    0.000    0.000 unparser.py:1(<module>)
